#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
H4C1	H4C13	9606.ENSP00000479106	9606.ENSP00000480960	0	0	0	0.983	0	0.900	0	0	0.900
H4C1	H4C5	9606.ENSP00000479106	9606.ENSP00000484789	0	0	0	0.983	0	0.900	0	0	0.900
H4C1	H4C4	9606.ENSP00000479106	9606.ENSP00000479461	0	0	0	0.983	0	0.900	0	0	0.900
H4C11	PDCD7	9606.ENSP00000347168	9606.ENSP00000204549	0	0	0	0	0	0.180	0	0	0.179
H4C11	TBP	9606.ENSP00000347168	9606.ENSP00000230354	0	0	0	0	0	0.830	0	0	0.830
H4C11	H4C6	9606.ENSP00000347168	9606.ENSP00000244537	0	0	0	0.983	0	0.900	0	0	0.900
H4C11	MED17	9606.ENSP00000347168	9606.ENSP00000251871	0	0	0	0	0	0.800	0	0	0.800
H4C11	SMARCC1	9606.ENSP00000347168	9606.ENSP00000254480	0	0	0	0	0	0.292	0	0	0.292
H4C11	RCOR1	9606.ENSP00000347168	9606.ENSP00000262241	0	0	0	0	0	0.156	0	0	0.155
H4C11	MED15	9606.ENSP00000347168	9606.ENSP00000263205	0	0	0	0	0	0.800	0	0	0.800
H4C11	MED20	9606.ENSP00000347168	9606.ENSP00000265350	0	0	0	0	0	0.800	0	0	0.800
H4C11	TP53	9606.ENSP00000347168	9606.ENSP00000269305	0	0	0	0	0	0.800	0	0	0.800
H4C11	RPS27A	9606.ENSP00000347168	9606.ENSP00000272317	0	0	0	0	0	0.875	0	0	0.875
H4C11	MED8	9606.ENSP00000347168	9606.ENSP00000290663	0	0	0	0	0	0.800	0	0	0.800
H4C11	MED1	9606.ENSP00000347168	9606.ENSP00000300651	0	0	0	0	0	0.800	0	0	0.800
H4C11	KMT2D	9606.ENSP00000347168	9606.ENSP00000301067	0	0	0	0	0	0.291	0	0	0.290
H4C11	SOX2	9606.ENSP00000347168	9606.ENSP00000323588	0	0	0	0	0	0.800	0	0	0.800
H4C11	MED14	9606.ENSP00000347168	9606.ENSP00000323720	0	0	0	0	0	0.813	0	0	0.813
H4C11	SMARCE1	9606.ENSP00000347168	9606.ENSP00000323967	0	0	0	0	0	0.811	0	0	0.811
H4C11	MED25	9606.ENSP00000347168	9606.ENSP00000326767	0	0	0	0	0	0.803	0	0	0.803
H4C11	ZFAND4	9606.ENSP00000347168	9606.ENSP00000339484	0	0	0	0	0	0.155	0	0	0.154
H4C11	KAT5	9606.ENSP00000347168	9606.ENSP00000340330	0	0	0	0	0	0.246	0	0	0.245
H4C11	TRIM24	9606.ENSP00000347168	9606.ENSP00000340507	0	0	0	0	0	0.526	0	0	0.526
H4C11	SMARCB1	9606.ENSP00000347168	9606.ENSP00000340883	0	0	0	0	0	0.853	0	0	0.853
H4C11	SMARCA4	9606.ENSP00000347168	9606.ENSP00000343896	0	0	0	0	0	0.927	0	0	0.927
H4C11	SMARCAL1	9606.ENSP00000347168	9606.ENSP00000349823	0	0	0	0	0	0.170	0	0	0.169
H4C11	RAD54L2	9606.ENSP00000347168	9606.ENSP00000386520	0	0	0	0	0	0.170	0	0	0.169
H4C11	SET	9606.ENSP00000347168	9606.ENSP00000361777	0	0	0	0	0	0.168	0	0	0.167
H4C11	HELLS	9606.ENSP00000347168	9606.ENSP00000377601	0	0	0	0	0	0.170	0	0	0.169
H4C11	LARP7	9606.ENSP00000347168	9606.ENSP00000422626	0	0	0	0	0	0.292	0	0	0.292
H4C11	SMARCA2	9606.ENSP00000347168	9606.ENSP00000371638	0	0	0	0	0	0.300	0	0	0.300
H4C11	MACROH2A2	9606.ENSP00000347168	9606.ENSP00000362352	0	0	0	0	0	0.183	0	0	0.183
H4C11	OBSL1	9606.ENSP00000347168	9606.ENSP00000385636	0	0	0	0	0	0.317	0	0	0.317
H4C11	UTY	9606.ENSP00000347168	9606.ENSP00000442047	0	0	0	0	0	0.311	0	0	0.311
H4C11	KDM6A	9606.ENSP00000347168	9606.ENSP00000367203	0	0	0	0	0	0.311	0	0	0.311
H4C11	KDM1A	9606.ENSP00000347168	9606.ENSP00000383042	0	0	0	0	0	0.313	0	0	0.313
H4C11	TAF2	9606.ENSP00000347168	9606.ENSP00000367406	0	0	0	0	0	0.800	0	0	0.800
H4C11	SMARCD1	9606.ENSP00000347168	9606.ENSP00000378414	0	0	0	0	0	0.846	0	0	0.846
H4C11	PBRM1	9606.ENSP00000347168	9606.ENSP00000386593	0	0	0	0	0	0.852	0	0	0.852
H4C11	SMARCC2	9606.ENSP00000347168	9606.ENSP00000449396	0	0	0	0	0	0.852	0	0	0.852
H4C11	UBA52	9606.ENSP00000347168	9606.ENSP00000388107	0	0	0	0	0	0.858	0	0	0.858
H4C11	TP53BP1	9606.ENSP00000347168	9606.ENSP00000371475	0	0	0	0	0	0.908	0	0	0.908
H4C11	H4C15	9606.ENSP00000347168	9606.ENSP00000462355	0	0	0	0.983	0	0.900	0	0	0.900
H4C11	H4C12	9606.ENSP00000347168	9606.ENSP00000479794	0	0	0	0.983	0	0.900	0	0	0.900
H4C11	H4C8	9606.ENSP00000347168	9606.ENSP00000489236	0	0	0	0.983	0	0.900	0	0	0.900
H4C11	H4C14	9606.ENSP00000347168	9606.ENSP00000462667	0	0	0	0.983	0	0.900	0	0	0.900
H4C11	H4C3	9606.ENSP00000347168	9606.ENSP00000367034	0	0	0	0.983	0	0.900	0	0	0.900
H4C11	H4C13	9606.ENSP00000347168	9606.ENSP00000480960	0	0	0	0.983	0	0.900	0	0	0.900
H4C11	H4C9	9606.ENSP00000347168	9606.ENSP00000481486	0	0	0	0.983	0	0.900	0	0	0.900
H4C11	H4C4	9606.ENSP00000347168	9606.ENSP00000479461	0	0	0	0.983	0	0.900	0	0	0.900
H4C11	H4C5	9606.ENSP00000347168	9606.ENSP00000484789	0	0	0	0.983	0	0.900	0	0	0.900
H4C11	H4C2	9606.ENSP00000347168	9606.ENSP00000366974	0	0	0	0.983	0	0.900	0	0	0.900
H4C12	PDCD7	9606.ENSP00000479794	9606.ENSP00000204549	0	0	0	0	0	0.180	0	0	0.179
H4C12	TBP	9606.ENSP00000479794	9606.ENSP00000230354	0	0	0	0	0	0.830	0	0	0.830
H4C12	H4C6	9606.ENSP00000479794	9606.ENSP00000244537	0	0	0	0.983	0	0.900	0	0	0.900
H4C12	MED17	9606.ENSP00000479794	9606.ENSP00000251871	0	0	0	0	0	0.800	0	0	0.800
H4C12	SMARCC1	9606.ENSP00000479794	9606.ENSP00000254480	0	0	0	0	0	0.292	0	0	0.292
H4C12	RCOR1	9606.ENSP00000479794	9606.ENSP00000262241	0	0	0	0	0	0.156	0	0	0.155
H4C12	MED15	9606.ENSP00000479794	9606.ENSP00000263205	0	0	0	0	0	0.800	0	0	0.800
H4C12	MED20	9606.ENSP00000479794	9606.ENSP00000265350	0	0	0	0	0	0.800	0	0	0.800
H4C12	TP53	9606.ENSP00000479794	9606.ENSP00000269305	0	0	0	0	0	0.800	0	0	0.800
H4C12	RPS27A	9606.ENSP00000479794	9606.ENSP00000272317	0	0	0	0	0	0.875	0	0	0.875
H4C12	MED8	9606.ENSP00000479794	9606.ENSP00000290663	0	0	0	0	0	0.800	0	0	0.800
H4C12	VIRMA	9606.ENSP00000479794	9606.ENSP00000297591	0	0	0	0	0	0.292	0	0	0.292
H4C12	MED1	9606.ENSP00000479794	9606.ENSP00000300651	0	0	0	0	0	0.800	0	0	0.800
H4C12	KMT2D	9606.ENSP00000479794	9606.ENSP00000301067	0	0	0	0	0	0.291	0	0	0.290
H4C12	SOX2	9606.ENSP00000479794	9606.ENSP00000323588	0	0	0	0	0	0.800	0	0	0.800
H4C12	MED14	9606.ENSP00000479794	9606.ENSP00000323720	0	0	0	0	0	0.813	0	0	0.813
H4C12	SMARCE1	9606.ENSP00000479794	9606.ENSP00000323967	0	0	0	0	0	0.811	0	0	0.811
H4C12	MED25	9606.ENSP00000479794	9606.ENSP00000326767	0	0	0	0	0	0.803	0	0	0.803
H4C12	ZFAND4	9606.ENSP00000479794	9606.ENSP00000339484	0	0	0	0	0	0.155	0	0	0.154
H4C12	KAT5	9606.ENSP00000479794	9606.ENSP00000340330	0	0	0	0	0	0.246	0	0	0.245
H4C12	TRIM24	9606.ENSP00000479794	9606.ENSP00000340507	0	0	0	0	0	0.526	0	0	0.526
H4C12	SMARCB1	9606.ENSP00000479794	9606.ENSP00000340883	0	0	0	0	0	0.853	0	0	0.853
H4C12	SMARCA4	9606.ENSP00000479794	9606.ENSP00000343896	0	0	0	0	0	0.927	0	0	0.927
H4C12	SMARCAL1	9606.ENSP00000479794	9606.ENSP00000349823	0	0	0	0	0	0.170	0	0	0.169
H4C12	SET	9606.ENSP00000479794	9606.ENSP00000361777	0	0	0	0	0	0.168	0	0	0.167
H4C12	MACROH2A2	9606.ENSP00000479794	9606.ENSP00000362352	0	0	0	0	0	0.183	0	0	0.183
H4C12	H4C2	9606.ENSP00000479794	9606.ENSP00000366974	0	0	0	0.983	0	0.900	0	0	0.900
H4C12	H4C3	9606.ENSP00000479794	9606.ENSP00000367034	0	0	0	0.983	0	0.900	0	0	0.900
H4C12	KDM6A	9606.ENSP00000479794	9606.ENSP00000367203	0	0	0	0	0	0.311	0	0	0.311
H4C12	TAF2	9606.ENSP00000479794	9606.ENSP00000367406	0	0	0	0	0	0.800	0	0	0.800
H4C12	TP53BP1	9606.ENSP00000479794	9606.ENSP00000371475	0	0	0	0	0	0.908	0	0	0.908
H4C12	SMARCA2	9606.ENSP00000479794	9606.ENSP00000371638	0	0	0	0	0	0.300	0	0	0.300
H4C12	HELLS	9606.ENSP00000479794	9606.ENSP00000377601	0	0	0	0	0	0.170	0	0	0.169
H4C12	SMARCD1	9606.ENSP00000479794	9606.ENSP00000378414	0	0	0	0	0	0.846	0	0	0.846
H4C12	KDM1A	9606.ENSP00000479794	9606.ENSP00000383042	0	0	0	0	0	0.235	0	0	0.235
H4C12	OBSL1	9606.ENSP00000479794	9606.ENSP00000385636	0	0	0	0	0	0.317	0	0	0.317
H4C12	RAD54L2	9606.ENSP00000479794	9606.ENSP00000386520	0	0	0	0	0	0.170	0	0	0.169
H4C12	PBRM1	9606.ENSP00000479794	9606.ENSP00000386593	0	0	0	0	0	0.852	0	0	0.852
H4C12	UBA52	9606.ENSP00000479794	9606.ENSP00000388107	0	0	0	0	0	0.858	0	0	0.858
H4C12	LARP7	9606.ENSP00000479794	9606.ENSP00000422626	0	0	0	0	0	0.292	0	0	0.292
H4C12	UTY	9606.ENSP00000479794	9606.ENSP00000442047	0	0	0	0	0	0.311	0	0	0.311
H4C12	SMARCC2	9606.ENSP00000479794	9606.ENSP00000449396	0	0	0	0	0	0.852	0	0	0.852
H4C12	H4C15	9606.ENSP00000479794	9606.ENSP00000462355	0	0	0	0.983	0	0.900	0	0	0.900
H4C12	H4C14	9606.ENSP00000479794	9606.ENSP00000462667	0	0	0	0.983	0	0.900	0	0	0.900
H4C12	H4C4	9606.ENSP00000479794	9606.ENSP00000479461	0	0	0	0.983	0	0.900	0	0	0.900
H4C12	H4C9	9606.ENSP00000479794	9606.ENSP00000481486	0	0	0	0.983	0	0.900	0	0	0.900
H4C12	H4C8	9606.ENSP00000479794	9606.ENSP00000489236	0	0	0	0.983	0	0.900	0	0	0.900
H4C12	H4C5	9606.ENSP00000479794	9606.ENSP00000484789	0	0	0	0.983	0	0.900	0	0	0.900
H4C12	H4C13	9606.ENSP00000479794	9606.ENSP00000480960	0	0	0	0.983	0	0.900	0	0	0.900
H4C13	PDCD7	9606.ENSP00000480960	9606.ENSP00000204549	0	0	0	0	0	0.180	0	0	0.179
H4C13	TBP	9606.ENSP00000480960	9606.ENSP00000230354	0	0	0	0	0	0.830	0	0	0.830
H4C13	H4C6	9606.ENSP00000480960	9606.ENSP00000244537	0	0	0	0.983	0	0.900	0	0	0.900
H4C13	MED17	9606.ENSP00000480960	9606.ENSP00000251871	0	0	0	0	0	0.800	0	0	0.800
H4C13	SMARCC1	9606.ENSP00000480960	9606.ENSP00000254480	0	0	0	0	0	0.292	0	0	0.292
H4C13	RCOR1	9606.ENSP00000480960	9606.ENSP00000262241	0	0	0	0	0	0.156	0	0	0.155
H4C13	MED15	9606.ENSP00000480960	9606.ENSP00000263205	0	0	0	0	0	0.800	0	0	0.800
H4C13	MED20	9606.ENSP00000480960	9606.ENSP00000265350	0	0	0	0	0	0.800	0	0	0.800
H4C13	TP53	9606.ENSP00000480960	9606.ENSP00000269305	0	0	0	0	0	0.800	0	0	0.800
H4C13	RPS27A	9606.ENSP00000480960	9606.ENSP00000272317	0	0	0	0	0	0.875	0	0	0.875
H4C13	MED8	9606.ENSP00000480960	9606.ENSP00000290663	0	0	0	0	0	0.800	0	0	0.800
H4C13	MED1	9606.ENSP00000480960	9606.ENSP00000300651	0	0	0	0	0	0.800	0	0	0.800
H4C13	KMT2D	9606.ENSP00000480960	9606.ENSP00000301067	0	0	0	0	0	0.291	0	0	0.290
H4C13	SOX2	9606.ENSP00000480960	9606.ENSP00000323588	0	0	0	0	0	0.800	0	0	0.800
H4C13	MED14	9606.ENSP00000480960	9606.ENSP00000323720	0	0	0	0	0	0.813	0	0	0.813
H4C13	SMARCE1	9606.ENSP00000480960	9606.ENSP00000323967	0	0	0	0	0	0.811	0	0	0.811
H4C13	MED25	9606.ENSP00000480960	9606.ENSP00000326767	0	0	0	0	0	0.803	0	0	0.803
H4C13	ZFAND4	9606.ENSP00000480960	9606.ENSP00000339484	0	0	0	0	0	0.155	0	0	0.154
H4C13	KAT5	9606.ENSP00000480960	9606.ENSP00000340330	0	0	0	0	0	0.246	0	0	0.245
H4C13	TRIM24	9606.ENSP00000480960	9606.ENSP00000340507	0	0	0	0	0	0.526	0	0	0.526
H4C13	SMARCB1	9606.ENSP00000480960	9606.ENSP00000340883	0	0	0	0	0	0.853	0	0	0.853
H4C13	SMARCA4	9606.ENSP00000480960	9606.ENSP00000343896	0	0	0	0	0	0.927	0	0	0.927
H4C13	SMARCAL1	9606.ENSP00000480960	9606.ENSP00000349823	0	0	0	0	0	0.170	0	0	0.169
H4C13	SET	9606.ENSP00000480960	9606.ENSP00000361777	0	0	0	0	0	0.168	0	0	0.167
H4C13	MACROH2A2	9606.ENSP00000480960	9606.ENSP00000362352	0	0	0	0	0	0.183	0	0	0.183
H4C13	H4C2	9606.ENSP00000480960	9606.ENSP00000366974	0	0	0	0.983	0	0.900	0	0	0.900
H4C13	H4C3	9606.ENSP00000480960	9606.ENSP00000367034	0	0	0	0.983	0	0.900	0	0	0.900
H4C13	KDM6A	9606.ENSP00000480960	9606.ENSP00000367203	0	0	0	0	0	0.311	0	0	0.311
H4C13	TAF2	9606.ENSP00000480960	9606.ENSP00000367406	0	0	0	0	0	0.800	0	0	0.800
H4C13	TP53BP1	9606.ENSP00000480960	9606.ENSP00000371475	0	0	0	0	0	0.908	0	0	0.908
H4C13	SMARCA2	9606.ENSP00000480960	9606.ENSP00000371638	0	0	0	0	0	0.300	0	0	0.300
H4C13	HELLS	9606.ENSP00000480960	9606.ENSP00000377601	0	0	0	0	0	0.170	0	0	0.169
H4C13	SMARCD1	9606.ENSP00000480960	9606.ENSP00000378414	0	0	0	0	0	0.846	0	0	0.846
H4C13	KDM1A	9606.ENSP00000480960	9606.ENSP00000383042	0	0	0	0	0	0.235	0	0	0.235
H4C13	OBSL1	9606.ENSP00000480960	9606.ENSP00000385636	0	0	0	0	0	0.317	0	0	0.317
H4C13	RAD54L2	9606.ENSP00000480960	9606.ENSP00000386520	0	0	0	0	0	0.170	0	0	0.169
H4C13	PBRM1	9606.ENSP00000480960	9606.ENSP00000386593	0	0	0	0	0	0.852	0	0	0.852
H4C13	UBA52	9606.ENSP00000480960	9606.ENSP00000388107	0	0	0	0	0	0.858	0	0	0.858
H4C13	LARP7	9606.ENSP00000480960	9606.ENSP00000422626	0	0	0	0	0	0.292	0	0	0.292
H4C13	UTY	9606.ENSP00000480960	9606.ENSP00000442047	0	0	0	0	0	0.311	0	0	0.311
H4C13	SMARCC2	9606.ENSP00000480960	9606.ENSP00000449396	0	0	0	0	0	0.852	0	0	0.852
H4C13	H4C15	9606.ENSP00000480960	9606.ENSP00000462355	0	0	0	0.983	0	0.900	0	0	0.900
H4C13	H4C14	9606.ENSP00000480960	9606.ENSP00000462667	0	0	0	0.983	0	0.900	0	0	0.900
H4C13	H4C4	9606.ENSP00000480960	9606.ENSP00000479461	0	0	0	0.983	0	0.900	0	0	0.900
H4C13	H4C8	9606.ENSP00000480960	9606.ENSP00000489236	0	0	0	0.983	0	0.900	0	0	0.900
H4C13	H4C5	9606.ENSP00000480960	9606.ENSP00000484789	0	0	0	0.983	0	0.900	0	0	0.900
H4C13	H4C9	9606.ENSP00000480960	9606.ENSP00000481486	0	0	0	0.983	0	0.900	0	0	0.900
H4C14	PDCD7	9606.ENSP00000462667	9606.ENSP00000204549	0	0	0	0	0	0.180	0	0	0.179
H4C14	TBP	9606.ENSP00000462667	9606.ENSP00000230354	0	0	0	0	0	0.830	0	0	0.830
H4C14	H4C6	9606.ENSP00000462667	9606.ENSP00000244537	0	0	0	0.983	0	0.900	0	0	0.900
H4C14	MED17	9606.ENSP00000462667	9606.ENSP00000251871	0	0	0	0	0	0.800	0	0	0.800
H4C14	SMARCC1	9606.ENSP00000462667	9606.ENSP00000254480	0	0	0	0	0	0.292	0	0	0.292
H4C14	RCOR1	9606.ENSP00000462667	9606.ENSP00000262241	0	0	0	0	0	0.156	0	0	0.155
H4C14	MED15	9606.ENSP00000462667	9606.ENSP00000263205	0	0	0	0	0	0.800	0	0	0.800
H4C14	MED20	9606.ENSP00000462667	9606.ENSP00000265350	0	0	0	0	0	0.800	0	0	0.800
H4C14	TP53	9606.ENSP00000462667	9606.ENSP00000269305	0	0	0	0	0	0.800	0	0	0.800
H4C14	RPS27A	9606.ENSP00000462667	9606.ENSP00000272317	0	0	0	0	0	0.875	0	0	0.875
H4C14	MED8	9606.ENSP00000462667	9606.ENSP00000290663	0	0	0	0	0	0.800	0	0	0.800
H4C14	MED1	9606.ENSP00000462667	9606.ENSP00000300651	0	0	0	0	0	0.800	0	0	0.800
H4C14	KMT2D	9606.ENSP00000462667	9606.ENSP00000301067	0	0	0	0	0	0.291	0	0	0.290
H4C14	SOX2	9606.ENSP00000462667	9606.ENSP00000323588	0	0	0	0	0	0.800	0	0	0.800
H4C14	MED14	9606.ENSP00000462667	9606.ENSP00000323720	0	0	0	0	0	0.813	0	0	0.813
H4C14	SMARCE1	9606.ENSP00000462667	9606.ENSP00000323967	0	0	0	0	0	0.811	0	0	0.811
H4C14	MED25	9606.ENSP00000462667	9606.ENSP00000326767	0	0	0	0	0	0.803	0	0	0.803
H4C14	ZFAND4	9606.ENSP00000462667	9606.ENSP00000339484	0	0	0	0	0	0.155	0	0	0.154
H4C14	KAT5	9606.ENSP00000462667	9606.ENSP00000340330	0	0	0	0	0	0.246	0	0	0.245
H4C14	TRIM24	9606.ENSP00000462667	9606.ENSP00000340507	0	0	0	0	0	0.526	0	0	0.526
H4C14	SMARCB1	9606.ENSP00000462667	9606.ENSP00000340883	0	0	0	0	0	0.853	0	0	0.853
H4C14	SMARCA4	9606.ENSP00000462667	9606.ENSP00000343896	0	0	0	0	0	0.927	0	0	0.927
H4C14	SMARCAL1	9606.ENSP00000462667	9606.ENSP00000349823	0	0	0	0	0	0.170	0	0	0.169
H4C14	SET	9606.ENSP00000462667	9606.ENSP00000361777	0	0	0	0	0	0.168	0	0	0.167
H4C14	MACROH2A2	9606.ENSP00000462667	9606.ENSP00000362352	0	0	0	0	0	0.183	0	0	0.183
H4C14	H4C2	9606.ENSP00000462667	9606.ENSP00000366974	0	0	0	0.983	0	0.900	0	0	0.900
H4C14	H4C3	9606.ENSP00000462667	9606.ENSP00000367034	0	0	0	0.983	0	0.900	0	0	0.900
H4C14	KDM6A	9606.ENSP00000462667	9606.ENSP00000367203	0	0	0	0	0	0.311	0	0	0.311
H4C14	TAF2	9606.ENSP00000462667	9606.ENSP00000367406	0	0	0	0	0	0.800	0	0	0.800
H4C14	TP53BP1	9606.ENSP00000462667	9606.ENSP00000371475	0	0	0	0	0	0.950	0	0	0.950
H4C14	SMARCA2	9606.ENSP00000462667	9606.ENSP00000371638	0	0	0	0	0	0.300	0	0	0.300
H4C14	HELLS	9606.ENSP00000462667	9606.ENSP00000377601	0	0	0	0	0	0.170	0	0	0.169
H4C14	SMARCD1	9606.ENSP00000462667	9606.ENSP00000378414	0	0	0	0	0	0.846	0	0	0.846
H4C14	KDM1A	9606.ENSP00000462667	9606.ENSP00000383042	0	0	0	0	0	0.235	0	0	0.235
H4C14	OBSL1	9606.ENSP00000462667	9606.ENSP00000385636	0	0	0	0	0	0.317	0	0	0.317
H4C14	RAD54L2	9606.ENSP00000462667	9606.ENSP00000386520	0	0	0	0	0	0.170	0	0	0.169
H4C14	PBRM1	9606.ENSP00000462667	9606.ENSP00000386593	0	0	0	0	0	0.852	0	0	0.852
H4C14	UBA52	9606.ENSP00000462667	9606.ENSP00000388107	0	0	0	0	0	0.858	0	0	0.858
H4C14	LARP7	9606.ENSP00000462667	9606.ENSP00000422626	0	0	0	0	0	0.292	0	0	0.292
H4C14	UTY	9606.ENSP00000462667	9606.ENSP00000442047	0	0	0	0	0	0.311	0	0	0.311
H4C14	SMARCC2	9606.ENSP00000462667	9606.ENSP00000449396	0	0	0	0	0	0.852	0	0	0.852
H4C14	H4C15	9606.ENSP00000462667	9606.ENSP00000462355	0	0	0	0.983	0	0.900	0	0	0.900
H4C14	RPS6KA5	9606.ENSP00000462667	9606.ENSP00000479667	0	0	0	0	0	0.292	0	0	0.292
H4C14	PHB	9606.ENSP00000462667	9606.ENSP00000479488	0	0	0	0	0	0.292	0	0	0.292
H4C14	H4C9	9606.ENSP00000462667	9606.ENSP00000481486	0	0	0	0.983	0	0.900	0	0	0.900
H4C14	H4C4	9606.ENSP00000462667	9606.ENSP00000479461	0	0	0	0.983	0	0.900	0	0	0.900
H4C14	H4C5	9606.ENSP00000462667	9606.ENSP00000484789	0	0	0	0.983	0	0.900	0	0	0.900
H4C14	H4C8	9606.ENSP00000462667	9606.ENSP00000489236	0	0	0	0.983	0	0.900	0	0	0.900
H4C15	PDCD7	9606.ENSP00000462355	9606.ENSP00000204549	0	0	0	0	0	0.180	0	0	0.179
H4C15	TBP	9606.ENSP00000462355	9606.ENSP00000230354	0	0	0	0	0	0.830	0	0	0.830
H4C15	H4C6	9606.ENSP00000462355	9606.ENSP00000244537	0	0	0	0.983	0	0.900	0	0	0.900
H4C15	MED17	9606.ENSP00000462355	9606.ENSP00000251871	0	0	0	0	0	0.800	0	0	0.800
H4C15	SMARCC1	9606.ENSP00000462355	9606.ENSP00000254480	0	0	0	0	0	0.292	0	0	0.292
H4C15	RCOR1	9606.ENSP00000462355	9606.ENSP00000262241	0	0	0	0	0	0.156	0	0	0.155
H4C15	MED15	9606.ENSP00000462355	9606.ENSP00000263205	0	0	0	0	0	0.800	0	0	0.800
H4C15	MED20	9606.ENSP00000462355	9606.ENSP00000265350	0	0	0	0	0	0.800	0	0	0.800
H4C15	TP53	9606.ENSP00000462355	9606.ENSP00000269305	0	0	0	0	0	0.800	0	0	0.800
H4C15	RPS27A	9606.ENSP00000462355	9606.ENSP00000272317	0	0	0	0	0	0.875	0	0	0.875
H4C15	MED8	9606.ENSP00000462355	9606.ENSP00000290663	0	0	0	0	0	0.800	0	0	0.800
H4C15	MED1	9606.ENSP00000462355	9606.ENSP00000300651	0	0	0	0	0	0.800	0	0	0.800
H4C15	KMT2D	9606.ENSP00000462355	9606.ENSP00000301067	0	0	0	0	0	0.291	0	0	0.290
H4C15	SOX2	9606.ENSP00000462355	9606.ENSP00000323588	0	0	0	0	0	0.800	0	0	0.800
H4C15	MED14	9606.ENSP00000462355	9606.ENSP00000323720	0	0	0	0	0	0.813	0	0	0.813
H4C15	SMARCE1	9606.ENSP00000462355	9606.ENSP00000323967	0	0	0	0	0	0.811	0	0	0.811
H4C15	MED25	9606.ENSP00000462355	9606.ENSP00000326767	0	0	0	0	0	0.803	0	0	0.803
H4C15	ZFAND4	9606.ENSP00000462355	9606.ENSP00000339484	0	0	0	0	0	0.155	0	0	0.154
H4C15	KAT5	9606.ENSP00000462355	9606.ENSP00000340330	0	0	0	0	0	0.246	0	0	0.245
H4C15	SMARCB1	9606.ENSP00000462355	9606.ENSP00000340883	0	0	0	0	0	0.853	0	0	0.853
H4C15	SMARCA4	9606.ENSP00000462355	9606.ENSP00000343896	0	0	0	0	0	0.927	0	0	0.927
H4C15	SMARCAL1	9606.ENSP00000462355	9606.ENSP00000349823	0	0	0	0	0	0.170	0	0	0.169
H4C15	SET	9606.ENSP00000462355	9606.ENSP00000361777	0	0	0	0	0	0.168	0	0	0.167
H4C15	MACROH2A2	9606.ENSP00000462355	9606.ENSP00000362352	0	0	0	0	0	0.183	0	0	0.183
H4C15	H4C2	9606.ENSP00000462355	9606.ENSP00000366974	0	0	0	0.983	0	0.900	0	0	0.900
H4C15	H4C3	9606.ENSP00000462355	9606.ENSP00000367034	0	0	0	0.983	0	0.900	0	0	0.900
H4C15	KDM6A	9606.ENSP00000462355	9606.ENSP00000367203	0	0	0	0	0	0.311	0	0	0.311
H4C15	TAF2	9606.ENSP00000462355	9606.ENSP00000367406	0	0	0	0	0	0.800	0	0	0.800
H4C15	TP53BP1	9606.ENSP00000462355	9606.ENSP00000371475	0	0	0	0	0	0.908	0	0	0.908
H4C15	SMARCA2	9606.ENSP00000462355	9606.ENSP00000371638	0	0	0	0	0	0.300	0	0	0.300
H4C15	HELLS	9606.ENSP00000462355	9606.ENSP00000377601	0	0	0	0	0	0.170	0	0	0.169
H4C15	SMARCD1	9606.ENSP00000462355	9606.ENSP00000378414	0	0	0	0	0	0.846	0	0	0.846
H4C15	KDM1A	9606.ENSP00000462355	9606.ENSP00000383042	0	0	0	0	0	0.235	0	0	0.235
H4C15	RAD54L2	9606.ENSP00000462355	9606.ENSP00000386520	0	0	0	0	0	0.170	0	0	0.169
H4C15	PBRM1	9606.ENSP00000462355	9606.ENSP00000386593	0	0	0	0	0	0.852	0	0	0.852
H4C15	UBA52	9606.ENSP00000462355	9606.ENSP00000388107	0	0	0	0	0	0.858	0	0	0.858
H4C15	UTY	9606.ENSP00000462355	9606.ENSP00000442047	0	0	0	0	0	0.311	0	0	0.311
H4C15	SMARCC2	9606.ENSP00000462355	9606.ENSP00000449396	0	0	0	0	0	0.852	0	0	0.852
H4C15	H4C9	9606.ENSP00000462355	9606.ENSP00000481486	0	0	0	0.983	0	0.900	0	0	0.900
H4C15	H4C4	9606.ENSP00000462355	9606.ENSP00000479461	0	0	0	0.983	0	0.900	0	0	0.900
H4C15	H4C5	9606.ENSP00000462355	9606.ENSP00000484789	0	0	0	0.983	0	0.900	0	0	0.900
H4C15	H4C8	9606.ENSP00000462355	9606.ENSP00000489236	0	0	0	0.983	0	0.900	0	0	0.900
H4C2	PDCD7	9606.ENSP00000366974	9606.ENSP00000204549	0	0	0	0	0	0.180	0	0	0.179
H4C2	TBP	9606.ENSP00000366974	9606.ENSP00000230354	0	0	0	0	0	0.830	0	0	0.830
H4C2	H4C6	9606.ENSP00000366974	9606.ENSP00000244537	0	0	0	0.983	0	0.900	0	0	0.900
H4C2	MED17	9606.ENSP00000366974	9606.ENSP00000251871	0	0	0	0	0	0.800	0	0	0.800
H4C2	SMARCC1	9606.ENSP00000366974	9606.ENSP00000254480	0	0	0	0	0	0.292	0	0	0.292
H4C2	RCOR1	9606.ENSP00000366974	9606.ENSP00000262241	0	0	0	0	0	0.156	0	0	0.155
